鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,鹿港鎮,房地(土地+建物)+車位,彰化縣鹿港鎮廖厝巷,18.02,Unnamed: 4,一般農業區,甲種建築用地,1120513,土地2建物1車位1,五層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,Unnamed: 14,94.59,2,1,1.1,有,無,7400000,95927,坡道平面,31.0,1300000,Unnamed: 26,RPPNMLOKNHIGFCN68CB,富旺艾美莊園,A棟7號,Unnamed: 30,來源資料夾,和美鎮,房地(土地+建物),彰化縣和美鎮北辰路,101.42,鄉村區,乙種建築用地,1120812,土地4建物1車位0,全,3,透天厝,162.06,4,3.1,13080000,80711,Unnamed: 23,0.0,0,RPQNMLQKQHIGFBN56CB,觀美墅NO.13,Ｃ棟10號,彰化市,彰化縣彰化市中正路二段190巷,10.76,商,Unnamed: 5,Unnamed: 6,1121111,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),117.87,2.1,2.2,10280000,104891,坡道機械,24.63,500000,RPPNMLNKJIIGFAN08CB,中正琢越,D-7F號
彰化市,房地(土地+建物)+車位,彰化縣彰化市埔內街,37.26,,特定農業區,甲種建築用地,1120502.0,土地2建物1車位1,六層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,177.81,3.0,2.0,2.0,有,無,15100000.0,95932.0,坡道平面,35.0,1400000.0,本地號尚未分割，登記以分割後面積為主。,RPPNMLPJNHIGFAN48CB,同成馥,A棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物)+車位,彰化縣彰化市牛綢子段下 *小段,26.74,住,,,1120428.0,土地8建物1車位1,十五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,140.15,3.0,2.0,2.0,有,無,8750000.0,67141.0,坡道平面,29.19,1300000.0,,RPRNMLPJNHIGFAN68CB,泉宇大隱,A棟A5-15樓號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物)+車位,彰化縣彰化市中山路二段874巷,42.47,住,,,1120421.0,土地2建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,110.04,3.0,2.0,2.0,有,無,11350000.0,111146.0,其他,14.67,750000.0,,RPSNMLPJNHIGFAN78CB,山水蒔光,5A棟7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
埤頭鄉,房地(土地+建物),彰化縣埤頭鄉埤頭路,101.68,,鄉村區,乙種建築用地,1120426.0,土地3建物1車位0,全,3.0,透天厝,見其他登記事項,鋼筋混凝土造,,158.19,4.0,3.0,3.0,有,無,8580000.0,54239.0,,0.0,0.0,,RPPNMLPJNHIGFFN98CB,麗陽新城,B棟7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北斗鎮,房地(土地+建物),彰化縣北斗鎮興農路二段141巷,113.09,,特定農業區,甲種建築用地,1120429.0,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,115.44,4.0,3.0,3.0,有,無,8800000.0,76230.0,,0.0,0.0,,RPRNMLPJNHIGFFN56CB,世紀北斗,A棟13號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北斗鎮,房地(土地+建物),彰化縣北斗鎮興農路二段141巷,109.74,,特定農業區,甲種建築用地,1120422.0,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,115.49,4.0,3.0,3.0,有,無,8670000.0,75071.0,,0.0,0.0,,RPSNMLPJNHIGFFN66CB,世紀北斗,A棟12號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
溪湖鎮,房地(土地+建物)+車位,彰化縣溪湖鎮湖南段323地號,38.23,住,,,1120224.0,土地1建物1車位1,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,101.04,3.0,1.0,2.0,有,無,8250000.0,81958.0,一樓平面,11.97,950000.0,,RPPNMLPJNHIGFHN56CB,首億寬寓,A棟4號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
埔心鄉,房地(土地+建物)+車位,彰化縣埔心鄉員鹿路一段,37.57,,鄉村區,乙種建築用地,1120418.0,土地1建物1車位1,八層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,164.24,3.0,2.0,2.0,有,無,12890000.0,93008.0,坡道平面,41.24,1450000.0,,RPQNMLPJNHIGFHN66CB,心里程,B棟8號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
埔心鄉,房地(土地+建物)+車位,彰化縣埔心鄉員鹿路一段,26.11,,鄉村區,乙種建築用地,1120422.0,土地1建物1車位1,九層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,106.52,2.0,2.0,1.0,有,無,9000000.0,94196.0,坡道機械,21.06,950000.0,,RPRNMLPJNHIGFHN76CB,心里程,H棟9號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
社頭鄉,房地(土地+建物)+車位,彰化縣社頭鄉高鐵北三路,108.45,住,,,1120412.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼骨混凝土造,,171.86,5.0,0.0,5.0,有,無,15700000.0,91353.0,,0.0,0.0,,RPPNMLPJNHIGFEN88CB,典長呈美,A棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
社頭鄉,房地(土地+建物)+車位,彰化縣社頭鄉高鐵北三路,96.39,住,,,1120415.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,171.86,5.0,0.0,5.0,有,無,14900000.0,86698.0,,0.0,0.0,,RPQNMLPJNHIGFEN98CB,典長呈美,Ａ棟７號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
社頭鄉,房地(土地+建物)+車位,彰化縣社頭鄉雙義路,115.02,住,,,1120503.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼骨鋼筋混凝土造,,178.39,5.0,0.0,5.0,有,無,15800000.0,88570.0,,0.0,0.0,,RPRNMLPJNHIGFEN09CB,典長呈美,B棟9號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
員林市,房地(土地+建物),彰化縣員林市員鹿路103巷,84.89,住,,,1120416.0,土地4建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,162.38,4.0,2.0,4.0,有,無,14600000.0,89913.0,,0.0,0.0,,RPPNMLQJNHIGFDN88CB,豐意品森,A棟13號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
員林市,房地(土地+建物)+車位,彰化縣員林市員水路一段580巷166弄巷底,32.64,,鄉村區,乙種建築用地,1120430.0,土地1建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,96.39,3.0,2.0,2.0,有,無,9200000.0,95446.0,一樓平面,0.0,1100000.0,,RPPNMLRJNHIGFDN98CB,滬億瑞禾,A棟5F-C1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鹿港鎮,房地(土地+建物),彰化縣鹿港鎮廖厝巷,18.02,,一般農業區,甲種建築用地,1120506.0,土地2建物1車位0,四層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,63.59,2.0,1.0,1.0,有,無,6000000.0,94354.0,,0.0,0.0,,RPPNMLRJNHIGFCN88CB,富旺艾美莊園,B棟7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鹿港鎮,房地(土地+建物)+車位,彰化縣鹿港鎮廖厝巷,21.82,,一般農業區,甲種建築用地,1120502.0,土地2建物1車位1,六層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,107.95,2.0,1.0,1.0,有,無,8680000.0,95906.0,坡道平面,31.0,1300000.0,,RPQNMLRJNHIGFCN98CB,富旺艾美莊園,D棟10號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鹿港鎮,房地(土地+建物),彰化縣鹿港鎮廖厝巷,18.02,,一般農業區,甲種建築用地,1120422.0,土地2建物1車位0,四層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,63.59,2.0,1.0,1.0,有,無,6000000.0,94354.0,,0.0,0.0,,RPRNMLRJNHIGFCN09CB,富旺艾美莊園,A棟7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鹿港鎮,房地(土地+建物)+車位,彰化縣鹿港鎮廖厝巷,18.02,,一般農業區,甲種建築用地,1120504.0,土地2建物1車位1,三層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,94.59,2.0,1.0,1.0,有,無,7350000.0,93568.0,坡道平面,31.0,1400000.0,,RPSNMLRJNHIGFCN56CB,富旺艾美莊園,A棟7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鹿港鎮,房地(土地+建物)+車位,彰化縣鹿港鎮廖厝巷,18.02,,一般農業區,甲種建築用地,1120422.0,土地2建物1車位1,三層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,94.59,2.0,1.0,1.0,有,無,7250000.0,93568.0,坡道平面,31.0,1300000.0,,RPTNMLRJNHIGFCN66CB,富旺艾美莊園,B棟7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鹿港鎮,房地(土地+建物)+車位,彰化縣鹿港鎮廖厝巷,18.46,,一般農業區,甲種建築用地,1120422.0,土地2建物1車位1,三層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,96.11,2.0,1.0,1.0,有,無,7500000.0,95223.0,坡道平面,31.0,1300000.0,,RPUNMLRJNHIGFCN76CB,富旺艾美莊園,D棟9號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鹿港鎮,房地(土地+建物),彰化縣鹿港鎮彰鹿路五段,42.58,,鄉村區,乙種建築用地,1120412.0,土地1建物1車位0,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,82.24,2.0,2.0,1.0,有,無,6700000.0,81469.0,,0.0,0.0,,RPPNMLSJNHIGFCN98CB,頭等艙NO.22,C棟2C2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鹿港鎮,房地(土地+建物)+車位,彰化縣鹿港鎮廖厝巷,21.82,,一般農業區,甲種建築用地,1120420.0,土地2建物1車位1,四層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,107.43,2.0,1.0,1.0,有,無,8350000.0,91618.0,坡道平面,30.48,1300000.0,,RPRNMLSJNHIGFCN56CB,富旺艾美莊園,D棟10號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鹿港鎮,房地(土地+建物)+車位,彰化縣鹿港鎮廖厝巷,18.02,,一般農業區,甲種建築用地,1120424.0,土地2建物1車位1,五層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,94.59,2.0,1.0,1.0,有,無,7380000.0,95613.0,坡道平面,31.0,1300000.0,,RPSNMLSJNHIGFCN66CB,富旺艾美莊園,B棟7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鹿港鎮,房地(土地+建物)+車位,彰化縣鹿港鎮廖厝巷,21.73,,一般農業區,甲種建築用地,1120423.0,土地2建物1車位1,三層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,107.7,2.0,1.0,1.0,有,無,8500000.0,93872.0,坡道平面,31.0,1300000.0,,RPTNMLSJNHIGFCN76CB,富旺艾美莊園,B棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鹿港鎮,房地(土地+建物)+車位,彰化縣鹿港鎮廖厝巷,30.74,,一般農業區,甲種建築用地,1120504.0,土地2建物1車位1,一層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,128.04,0.0,1.0,1.0,有,無,11800000.0,107172.0,坡道平面,31.0,1400000.0,,RPVNMLSJNHIGFCN96CB,富旺艾美莊園,店棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鹿港鎮,房地(土地+建物)+車位,彰化縣鹿港鎮廖厝巷,20.23,,一般農業區,甲種建築用地,1120417.0,土地2建物1車位1,一層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,94.68,0.0,1.0,1.0,有,無,9200000.0,122487.0,坡道平面,31.0,1400000.0,,RPWNMLSJNHIGFCN07CB,富旺艾美莊園,店棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鹿港鎮,房地(土地+建物)+車位,彰化縣鹿港鎮廖厝巷,30.74,,一般農業區,甲種建築用地,1120428.0,土地2建物1車位1,一層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,128.04,0.0,1.0,1.0,有,無,11800000.0,107172.0,坡道平面,31.0,1400000.0,,RPXNMLSJNHIGFCN17CB,富旺艾美莊園,店棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
員林市,房地(土地+建物),彰化縣員林市中央路,30.53,,特定農業區,甲種建築用地,1120425.0,土地1建物1車位0,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,129.33,3.0,2.0,2.0,有,無,8630000.0,66729.0,,0.0,0.0,,RPPNMLSJNHIGFDN09CB,星中央,3B號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
芬園鄉,房地(土地+建物),彰化縣芬園鄉成功路,50.59,其他,,,1120506.0,土地8建物1車位0,七層,7.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,89.25,2.0,2.0,2.0,有,無,7100000.0,79552.0,,0.0,0.0,,RPPNMLSJNHIGFAN78CB,百居薰園,C2棟7F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物)+車位,彰化縣彰化市中山路二段874巷,40.58,住,,,1120415.0,土地6建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,114.56,3.0,2.0,2.0,有,無,12000000.0,120557.0,一樓平面,26.22,1350000.0,,RPSNMLSJNHIGFAN09CB,山水蒔光二期,5B棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物)+車位,彰化縣彰化市中山路二段874巷,41.03,住,,,1120415.0,土地6建物1車位1,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,115.56,3.0,2.0,2.0,有,無,12000000.0,118088.0,一樓平面,26.22,1450000.0,,RPTNMLSJNHIGFAN56CB,山水蒔光二期,2B棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物)+車位,彰化縣彰化市中山路二段874巷,43.18,住,,,1120418.0,土地6建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,120.21,3.0,2.0,2.0,有,無,12400000.0,116502.0,一樓平面,26.22,1450000.0,,RPUNMLSJNHIGFAN66CB,山水蒔光二期,5C棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物)+車位,彰化縣彰化市中山路二段874巷,40.58,住,,,1120422.0,土地6建物1車位1,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,114.56,3.0,2.0,2.0,有,無,11850000.0,118293.0,一樓平面,26.22,1400000.0,,RPWNMLSJNHIGFAN86CB,山水蒔光二期,4B棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物)+車位,彰化縣彰化市中山路二段874巷,41.03,住,,,1120428.0,土地6建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,115.56,3.0,2.0,2.0,有,無,12100000.0,119208.0,一樓平面,26.22,1450000.0,,RPXNMLSJNHIGFAN96CB,山水蒔光二期,5B棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
田中鎮,房地(土地+建物),彰化縣田中鎮員集路三段,29.1,,鄉村區,乙種建築用地,1120508.0,土地1建物1車位0,三層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,95.21,3.0,2.0,2.0,有,無,6280000.0,65959.0,,0.0,0.0,,RPRNMLSJNHIGFEN76CB,弘景心世代,3F-F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
溪湖鎮,房地(土地+建物),彰化縣溪湖鎮湳底段198，199，209，210地號共4筆土地,87.19,農,,,1120410.0,土地4建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,113.86,4.0,1.0,3.0,有,無,8280000.0,72721.0,,0.0,0.0,,RPPNMLSJNHIGFHN86CB,藝術臻堡26-臻愛莊園,A棟15號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
溪湖鎮,房地(土地+建物),彰化縣溪湖鎮湳底段198，199，209，210地號共4筆土地,86.98,農,,,1120410.0,土地4建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,113.86,4.0,1.0,3.0,有,無,8260000.0,72545.0,,0.0,0.0,,RPQNMLSJNHIGFHN96CB,藝術臻堡26-臻愛莊園,A棟16號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二林鎮,房地(土地+建物),彰化縣二林鎮儒田段737地號,94.64,住,,,1120313.0,土地1建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,165.42,4.0,3.0,5.0,有,無,10200000.0,61661.0,,0.0,0.0,原申報書序號B1NG11203300001撤銷，重新申報。,RPUNMLSJNHIGFGN27CB,儒林風華5期,B棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
田中鎮,房地(土地+建物)+車位,彰化縣田中鎮員集路三段,29.14,,鄉村區,乙種建築用地,1120506.0,土地1建物1車位2,六層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,124.74,3.0,2.0,2.0,有,無,7450000.0,66079.0,升降機械,29.4,1150000.0,,RPPNMLTJNHIGFEN66CB,弘景心世代,6F-I號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
田中鎮,房地(土地+建物)+車位,彰化縣田中鎮員集路三段,22.42,,鄉村區,乙種建築用地,1120508.0,土地1建物1車位1,二層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,88.05,2.0,2.0,1.0,有,無,5320000.0,65712.0,升降機械,14.7,500000.0,,RPRNMLTJNHIGFEN86CB,弘景心世代,2F-D號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
田中鎮,房地(土地+建物)+車位,彰化縣田中鎮員集路三段,29.1,,鄉村區,乙種建築用地,1120415.0,土地1建物1車位2,八層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,124.61,3.0,2.0,2.0,有,無,7380000.0,65434.0,升降機械,29.4,1150000.0,,RPSNMLTJNHIGFEN96CB,弘景心世代,8F-J號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物)+車位,彰化縣彰化市埔內街,39.77,,特定農業區,甲種建築用地,1120508.0,土地2建物1車位1,一層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,185.58,3.0,2.0,2.0,有,無,14250000.0,86001.0,坡道平面,35.0,1300000.0,本地號尚未分割，登記以分割後面積為主。,RPPNMLTJNHIGFAN88CB,同成馥,C棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物)+車位,彰化縣彰化市茄苳路一段,19.29,住,,,1120411.0,土地1建物1車位1,五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,121.79,2.0,2.0,1.0,有,無,10650000.0,98557.0,坡道平面,28.95,1500000.0,,RPQNMLTJNHIGFAN98CB,櫻花金馬之櫻,C棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物)+車位,彰化縣彰化市茄苳路一段,19.29,住,,,1120412.0,土地1建物1車位1,四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,121.73,2.0,2.0,1.0,有,無,10420000.0,96141.0,坡道平面,28.95,1500000.0,,RPRNMLTJNHIGFAN09CB,櫻花金馬之櫻,C棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物)+車位,彰化縣彰化市茄苳路一段,20.82,住,,,1120502.0,土地1建物1車位1,四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.36,2.0,2.0,1.0,有,無,10920000.0,95722.0,坡道平面,28.95,1500000.0,,RPSNMLTJNHIGFAN56CB,櫻花金馬之櫻,B棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物)+車位,彰化縣彰化市茄苳路一段,25.39,住,,,1120413.0,土地1建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,152.02,3.0,2.0,2.0,有,無,14100000.0,100756.0,坡道平面,28.95,1700000.0,,RPTNMLTJNHIGFAN66CB,櫻花金馬之櫻,A棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物)+車位,彰化縣彰化市茄苳路一段,25.39,住,,,1120413.0,土地1建物1車位2,十五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,180.97,3.0,2.0,2.0,有,無,16370000.0,103762.0,坡道平面,57.9,3600000.0,,RPUNMLTJNHIGFAN76CB,櫻花金馬之櫻,A棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物)+車位,彰化縣彰化市茄苳路一段,20.31,住,,,1120415.0,土地1建物1車位1,一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.25,2.0,2.0,1.0,有,無,11500000.0,101729.0,坡道平面,28.95,1500000.0,,RPVNMLTJNHIGFAN86CB,櫻花金馬之櫻,C棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
彰化市,房地(土地+建物)+車位,彰化縣彰化市茄苳路一段,25.89,住,,,1120418.0,土地1建物1車位1,四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.24,3.0,2.0,2.0,有,無,13570000.0,95574.0,坡道平面,28.95,1500000.0,,RPWNMLTJNHIGFAN96CB,櫻花金馬之櫻,C棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
