鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,中山區,房地(土地+建物),臺北市中山區新生里松江路330巷23號,6.03,住,Unnamed: 5,Unnamed: 6,1120512,土地4建物1車位0,十三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,Unnamed: 14,30.07,1,1.1,1.2,有,無,11080000,368474,Unnamed: 23,0.0,0,Unnamed: 26,RPPNMLMKNHIGFCA17CB,松江ONE,D-13F號,Unnamed: 30,來源資料夾,南港區,房地(土地+建物)+車位,臺北市南港區福山街44巷5號,18.53,1120813,土地3建物1車位1,十二層,15,134.11,3,2,2.1,29180000,269508,坡道平面,36.97,3000000,RPPNMLNKQHIGFDA67CB,中研首席,A2-12F號,中正區,臺北市中正區臨沂街33巷,24.77,1121111,土地1建物1車位1,六層,12,157.79,60080000,461488,35.62,3700000,RPPNMLLKJIIGFBA66CB,日健邸,6F-A3號
北投區,房地(土地+建物)+車位,臺北市北投區文林北路,44.57,住,,,1120304.0,土地2建物1車位2,二十二層,24.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,278.7,0.0,0.0,0.0,無,無,82800000.0,375306.0,坡道平面,74.6,6200000.0,,RPPNMLOJLHIGFEA37DB,樸園璞開石,22F-A2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南港區,房地(土地+建物)+車位,臺北市南港區重陽里重陽路39巷,49.08,住,,,1120211.0,土地1建物1車位1,八層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,232.12,3.0,2.0,3.0,有,無,69300000.0,330976.0,坡道平面,32.71,3300000.0,,RPPNMLPJLHIGFDA37DB,中瑋吾年,1棟A1-8F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
信義區,房地(土地+建物),臺北市信義區松隆路４２號旁,8.57,住,,,1120226.0,土地1建物1車位0,七層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,59.13,2.0,1.0,1.0,有,無,23000000.0,388973.0,,0.0,0.0,,RPPNMLQJLHIGFDA37CB,信義麗心,D-7F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北投區,房地(土地+建物)+車位,臺北市北投區建民里文林北路75巷,29.73,住,,,1120215.0,土地2建物1車位2,八層,26.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,214.47,3.0,2.0,2.0,有,無,62050000.0,359372.0,坡道平面,59.06,6200000.0,,RPSNMLQJLHIGFEA77CB,國泰雍萃,A2-08F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北投區,房地(土地+建物)+車位,臺北市北投區建民里文林北路75巷,29.73,住,,,1120225.0,土地2建物1車位1,十五層,26.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,184.94,3.0,2.0,2.0,有,無,62000000.0,379641.0,坡道平面,29.53,3000000.0,,RPTNMLQJLHIGFEA87CB,國泰雍萃,A2-15F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北投區,房地(土地+建物)+車位,臺北市北投區建民里文林北路75巷,35.91,住,,,1120221.0,土地2建物1車位1,七層,26.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,216.95,4.0,2.0,2.0,有,無,69550000.0,352417.0,坡道平面,29.53,3500000.0,,RPUNMLQJLHIGFEA97CB,國泰雍萃,A5-07F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北投區,房地(土地+建物)+車位,臺北市北投區建民里文林北路75巷,29.73,住,,,1120226.0,土地2建物1車位2,十九層,26.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,214.47,3.0,2.0,2.0,有,無,66530000.0,388199.0,坡道平面,59.06,6200000.0,,RPVNMLQJLHIGFEA08CB,國泰雍萃,A2-19F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大同區,房地(土地+建物),臺北市大同區重慶北路三段,7.85,住,,,1120221.0,土地9建物1車位0,四層,16.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,81.88,2.0,1.0,1.0,有,無,22380000.0,273327.0,,0.0,0.0,,RPPNMLQJLHIGFBA17CB,當代一號院,A棟10號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大同區,房地(土地+建物)+車位,臺北市大同區重慶北路三段,6.34,住,,,1120301.0,土地9建物1車位1,十四層,16.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,97.0,2.0,1.0,1.0,有,無,21700000.0,297898.0,坡道平面,30.87,2000000.0,,RPQNMLQJLHIGFBA27CB,當代一號院,A棟03號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大同區,房地(土地+建物),臺北市大同區重慶北路三段,7.85,住,,,1120221.0,土地9建物1車位0,三層,16.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,81.88,2.0,1.0,1.0,有,無,22400000.0,273571.0,,0.0,0.0,,RPRNMLQJLHIGFBA37CB,當代一號院,A棟10號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大同區,房地(土地+建物)+車位,臺北市大同區重慶北路三段,23.07,住,,,1120301.0,土地9建物1車位1,一層,16.0,店面(店鋪),商業用,見其他登記事項,,272.24,0.0,0.0,0.0,無,無,94260000.0,378092.0,坡道平面,30.87,3000000.0,,RPSNMLQJLHIGFBA47CB,當代一號院,S棟02號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大同區,房地(土地+建物),臺北市大同區重慶北路三段,7.83,住,,,1120302.0,土地9建物1車位0,二層,16.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,81.64,2.0,1.0,1.0,有,無,22190000.0,271803.0,,0.0,0.0,,RPTNMLQJLHIGFBA57CB,當代一號院,A棟09號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大同區,房地(土地+建物)+車位,臺北市大同區重慶北路三段,7.83,住,,,1120306.0,土地9建物1車位1,六層,16.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,112.51,2.0,1.0,1.0,有,無,24550000.0,276825.0,坡道平面,30.87,1950000.0,,RPUNMLQJLHIGFBA67CB,當代一號院,A棟09號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物),臺北市中山區八德路二段137巷20號,10.26,住,,,1120304.0,土地2建物1車位0,四層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,55.87,2.0,1.0,1.0,有,無,19400000.0,347235.0,,0.0,0.0,,RPPNMLQJLHIGFCA27CB,八德137,C棟C-4號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
文山區,房地(土地+建物)+車位,臺北市文山區木新路二段218巷、158巷交叉口,20.32,住,,,1120213.0,土地5建物1車位1,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.13,3.0,2.0,2.0,有,無,26600000.0,228604.0,坡道平面,37.02,2800000.0,,RPPNMLRJLHIGFAA17CB,公園首璽,A棟A9號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
文山區,房地(土地+建物)+車位,臺北市文山區木新路二段218巷、158巷交叉口,21.7,住,,,1120219.0,土地5建物1車位1,十二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.11,3.0,2.0,2.0,有,無,28580000.0,231164.0,坡道平面,37.02,2900000.0,,RPQNMLRJLHIGFAA27CB,公園首璽,D棟D12號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
文山區,房地(土地+建物)+車位,臺北市文山區木新路二段218巷、158巷交叉口,20.3,住,,,1120217.0,土地5建物1車位1,十一層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.06,3.0,2.0,2.0,有,無,26920000.0,229912.0,坡道平面,37.02,3000000.0,,RPRNMLRJLHIGFAA37CB,公園首璽,E棟E11號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物),臺北市中山區新生里松江路330巷23號,6.77,住,,,1120308.0,土地4建物1車位0,七層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,33.75,1.0,1.0,1.0,有,無,11500000.0,340741.0,,0.0,0.0,,RPQNMLSJLHIGFCA57CB,松江ONE,C-7F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物),臺北市中山區松江路330巷23號,6.77,住,,,1120308.0,土地4建物1車位0,九層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,33.75,1.0,1.0,1.0,有,無,11750000.0,348148.0,,0.0,0.0,,RPRNMLSJLHIGFCA67CB,松江ONE,C-9F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
士林區,房地(土地+建物)+車位,臺北市士林區大南路,27.45,商,,,1120219.0,土地28建物1車位1,十九層,21.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,192.17,3.0,2.0,2.0,有,無,43800000.0,272343.0,坡道平面,40.89,2600000.0,,RPPNMLSJLHIGFEA67CB,士林一品,A3-19F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北投區,房地(土地+建物)+車位,臺北市北投區建民里文林北路23巷,18.64,住,,,1120301.0,土地1建物1車位1,四層,25.0,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,135.27,3.0,2.0,2.0,有,無,33150000.0,313333.0,坡道平面,37.77,2600000.0,,RPQNMLSJLHIGFEA77CB,柏鴻君臨,A2-04F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
士林區,房地(土地+建物),臺北市士林區文林路,9.21,商,,,1120223.0,土地7建物1車位0,三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,74.37,2.0,1.0,1.0,有,無,19230000.0,258572.0,,0.0,0.0,,RPRNMLSJLHIGFEA87CB,有川翩翩,C-3F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南港區,房地(土地+建物)+車位,臺北市南港區經貿一路160號旁,18.29,住,,,1120301.0,土地34建物1車位1,三層,24.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,141.56,2.0,2.0,1.0,有,無,35880000.0,325803.0,坡道平面,40.64,3000000.0,,RPPNMLSJLHIGFDA67DB,全陽馥,A6-3F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北投區,房地(土地+建物)+車位,臺北市北投區振華里東陽街,40.63,住,,,1120306.0,土地16建物1車位0,五層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,211.02,3.0,2.0,2.0,有,無,69600000.0,329827.0,,0.0,0.0,,RPPNMLSJLHIGFEA77DB,璞園?里東,A-05F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
士林區,房地(土地+建物)+車位,臺北市士林區文林路,13.53,商,,,1120307.0,土地7建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,119.84,3.0,2.0,2.0,有,無,28600000.0,245197.0,升降機械,10.54,1800000.0,,RPPNMLTJLHIGFEA77CB,有川翩翩,A-3F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
士林區,房地(土地+建物)+車位,臺北市士林區文林路,9.21,商,,,1120307.0,土地7建物1車位1,十四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,84.91,2.0,1.0,1.0,有,無,23170000.0,287347.0,升降機械,10.54,1800000.0,,RPQNMLTJLHIGFEA87CB,有川翩翩,C-14F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區江南街71巷16弄5之1號,17.91,住,,,1120220.0,土地1建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,168.84,3.0,2.0,2.0,有,無,35380000.0,263827.0,坡道平面,45.35,2800000.0,雨遮計坪不計價,RPPNMLTJLHIGFCA57CB,廣宇江南,C2-3F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,臺北市中山區南京東路三段12號,4.8,商,,,1120301.0,土地6建物1車位1,十二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,68.65,1.0,1.0,1.0,有,無,24730000.0,410464.0,其他,13.03,1900000.0,交易總價含下列非屬預售屋價格之費用:含裝潢費；,RPQNMLTJLHIGFCA67CB,南京阿曼,E-12F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
信義區,房地(土地+建物)+車位,臺北市信義區松隆路,4.49,商,,,1120211.0,土地5建物1車位1,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,65.38,1.0,1.0,1.0,有,無,21550000.0,348209.0,升降機械,9.81,2200000.0,,RPQNMLKKLHIGFDA96CB,琢格77,C棟11號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
信義區,房地(土地+建物),臺北市信義區松隆路,6.55,商,,,1120306.0,土地5建物1車位0,十五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,81.63,2.0,1.0,1.0,有,無,28230000.0,345829.0,,0.0,0.0,,RPRNMLKKLHIGFDA07CB,琢格77,B棟15號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
信義區,房地(土地+建物)+車位,臺北市信義區松隆路,6.57,商,,,1120309.0,土地5建物1車位1,九層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,91.44,2.0,1.0,1.0,有,無,29800000.0,338111.0,升降機械,9.81,2200000.0,,RPSNMLKKLHIGFDA17CB,琢格77,B棟9號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區康樂街136巷18弄12號,13.45,住,,,1120225.0,土地1建物1車位1,十三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,138.0,2.0,1.0,2.0,有,無,26160000.0,231770.0,坡道平面,34.19,2100000.0,雨遮計坪不計價,RPPNMLKKLHIGFCA86DB,家騰真,A3-13F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
信義區,房地(土地+建物),臺北市信義區松隆路9巷30弄,6.81,住,,,1120303.0,土地2建物1車位0,二層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,35.8,1.0,1.0,1.0,有,無,11970000.0,334358.0,,0.0,0.0,,RPPNMLMKLHIGFDA17DB,信義WOW,A1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大安區,房地(土地+建物),臺北市大安區浦城街15、19號,18.87,住,,,1120311.0,土地2建物1車位0,四層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,98.88,2.0,2.0,2.0,有,無,37380000.0,378034.0,,0.0,0.0,親屬間之交易交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPQNMLNKLHIGFFA47CB,師大浦玉,4F-A1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南港區,房地(土地+建物)+車位,臺北市南港區西新里成功路一段,51.82,工,,,1120228.0,土地1建物1車位1,一層,14.0,廠辦,工商用,鋼筋混凝土造,,340.28,0.0,0.0,0.0,無,無,69000000.0,211562.0,坡道平面,22.17,1700000.0,,RPPNMLNKLHIGFDA17CB,遠雄宜進I-CITY,A棟A08F01號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區成功路三段１４６號旁,17.62,商,,,1120228.0,土地2建物1車位1,十三層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,146.25,3.0,2.0,3.0,有,無,40980000.0,303185.0,坡道平面,20.98,3000000.0,,RPPNMLNKLHIGFCA07CB,碧湖海川,E-13F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物),臺北市中山區松江路330巷23號,6.03,住,,,1120312.0,土地4建物1車位0,七層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,30.06,1.0,1.0,1.0,有,無,10230000.0,340319.0,,0.0,0.0,,RPQNMLNKLHIGFCA17CB,松江ONE,D-7F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
萬華區,房地(土地+建物)+車位,臺北市萬華區漢口街二段88號,5.1,商,,,1120303.0,土地1建物1車位1,五層,23.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,75.75,1.0,1.0,1.0,有,無,15580000.0,226307.0,坡道機械,12.65,1300000.0,,RPPNMLNKLHIGFBA96CB,岳泰豐鼎,A2-5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
萬華區,房地(土地+建物)+車位,臺北市萬華區漢口街二段88號,8.02,商,,,1120312.0,土地1建物1車位1,四層,23.0,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,,118.3,2.0,2.0,1.0,有,無,24070000.0,215523.0,坡道機械,12.65,1300000.0,,RPQNMLNKLHIGFBA07CB,岳泰豐鼎,A8-4號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
萬華區,房地(土地+建物),臺北市萬華區青山里環河南路二段5巷1號,5.16,商,,,1120224.0,土地12建物1車位0,八層,23.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,82.58,2.0,2.0,1.0,有,無,16900000.0,204650.0,,0.0,0.0,雨遮計坪不計價,RPPNMLOKLHIGFBA07CB,安家秀,A8棟8F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
萬華區,房地(土地+建物),臺北市萬華區青山里環河南路二段5巷1號,5.17,商,,,1120224.0,土地12建物1車位0,七層,23.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,82.63,2.0,2.0,1.0,有,無,16400000.0,198475.0,,0.0,0.0,雨遮計坪不計價,RPQNMLOKLHIGFBA17CB,安家秀,A9棟7F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
萬華區,房地(土地+建物),臺北市萬華區青山里環河南路二段5巷1號,5.17,商,,,1120218.0,土地12建物1車位0,六層,23.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,82.63,2.0,2.0,1.0,有,無,16300000.0,197265.0,,0.0,0.0,雨遮計坪不計價,RPRNMLOKLHIGFBA27CB,安家秀,A9棟6F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
萬華區,房地(土地+建物),臺北市萬華區青山里環河南路二段5巷1號,5.16,商,,,1120305.0,土地12建物1車位0,七層,23.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,82.58,2.0,2.0,1.0,有,無,16750000.0,202834.0,,0.0,0.0,雨遮計坪不計價,RPSNMLOKLHIGFBA37CB,安家秀,A8棟7F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區行善路,28.19,住,,,1120307.0,土地1建物1車位1,四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,181.09,3.0,2.0,2.0,有,無,54200000.0,356515.0,坡道平面,38.88,3500000.0,,RPPNMLOKLHIGFCA17CB,國泰蒔美,A2-4F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物),臺北市內湖區內湖里內湖路二段301巷1之1號共三筆,3.39,商,,,1120310.0,土地6建物1車位0,二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,38.52,1.0,0.0,1.0,有,無,9200000.0,238837.0,,0.0,0.0,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPQNMLOKLHIGFCA27CB,紫陽新苑,D-2F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物),臺北市內湖區內湖里內湖路二段301巷1之1號共三筆,5.61,商,,,1120310.0,土地6建物1車位0,九層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,63.84,2.0,1.0,1.0,有,無,16900000.0,264724.0,,0.0,0.0,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPRNMLOKLHIGFCA37CB,紫陽新苑,B-9F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖里內湖路二段301巷1之1號共三筆,5.59,商,,,1120310.0,土地6建物1車位1,十三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,76.09,2.0,1.0,1.0,有,無,20670000.0,288927.0,其他,12.51,2300000.0,,RPSNMLOKLHIGFCA47CB,紫陽新苑,B-13F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖里內湖路二段301巷1之1號共三筆,5.59,商,,,1120310.0,土地6建物1車位1,十四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,76.09,2.0,1.0,1.0,有,無,20560000.0,290343.0,其他,12.51,2100000.0,,RPTNMLOKLHIGFCA57CB,紫陽新苑,B-14F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖里內湖路二段301巷1之1號共三筆,5.59,商,,,1120310.0,土地6建物1車位1,十二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,76.09,2.0,1.0,1.0,有,無,20380000.0,287512.0,其他,12.51,2100000.0,,RPUNMLOKLHIGFCA67CB,紫陽新苑,B-12F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物),臺北市內湖區內湖里內湖路二段301巷1之1號共三筆,5.68,商,,,1120302.0,土地6建物1車位0,十五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,64.59,2.0,1.0,1.0,有,無,18750000.0,290293.0,,0.0,0.0,,RPVNMLOKLHIGFCA77CB,紫陽新苑,C-15F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖里內湖路二段301巷1之1號共三筆,5.68,商,,,1120222.0,土地6建物1車位1,十層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,77.1,2.0,1.0,1.0,有,無,19980000.0,276823.0,其他,12.51,2100000.0,,RPWNMLOKLHIGFCA87CB,紫陽新苑,C-10F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
內湖區,房地(土地+建物),臺北市內湖區內湖里內湖路二段301巷1之1號共三筆,4.12,商,,,1120225.0,土地6建物1車位0,十四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,46.84,1.0,1.0,1.0,有,無,13660000.0,291631.0,,0.0,0.0,,RPXNMLOKLHIGFCA97CB,紫陽新苑,A-14F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
