鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,二崙鄉,房地(土地+建物),雲林縣二崙鄉中正路64巷9號旁,102.33,住,Unnamed: 5,Unnamed: 6,1120511,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,Unnamed: 14,204.6,4,2,5,有,無,12200000,59629,Unnamed: 23,0.0,0,Unnamed: 26,RPPNMLMKNHIGFCP68CB,寬庭恆美,A棟15號,Unnamed: 30,來源資料夾,斗六市,房地(土地+建物)+車位,雲林縣斗六市中正路,16.38,商,1120813,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),163.82,1,12460000,86393,坡道平面,35.8,1400000,RPQNMLNKQHIGFAP98CB,品風華,4FE棟3號,古坑鄉,雲林縣古坑鄉廣濟路,132.99,Unnamed: 4,鄉村區,乙種建築用地,1121111,土地4建物1車位0,171.18,4.1,10350000,60463,古坑鄉高林北段564地號，本筆土地為提供道路使用附贈與予買方。,RPPNMLLKJIIGFAP18DB,荷翠,D棟5號
崙背鄉,房地(土地+建物),雲林縣崙背鄉鹽園路,127.02,,鄉村區,乙種建築用地,1120227.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,152.26,4.0,2.0,3.0,有,無,7960000.0,52279.0,,0.0,0.0,,RPRNMLNJLHIGFCP68CB,青砌一期,C9棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
斗南鎮,房地(土地+建物),雲林縣斗南鎮延平路二段,34.22,,特定農業區,甲種建築用地,1120224.0,土地1建物1車位0,六層,6.0,華廈(10層含以下有電梯),住家用,鋼骨混凝土造,,106.87,2.0,1.0,1.0,有,無,6700000.0,62693.0,,0.0,0.0,交易總價含下列非屬預售屋價格之費用:合建案建商與地主間之交易；,RPPNMLOJLHIGFBP48CB,他里霧,A棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
斗南鎮,房地(土地+建物),雲林縣斗南鎮光和路,100.93,住,,,1120219.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,172.46,4.0,2.0,3.0,有,無,12000000.0,69581.0,,0.0,0.0,,RPQNMLOJLHIGFBP58CB,斗南首璽,B棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
斗南鎮,房地(土地+建物),雲林縣斗南鎮光和路,102.24,住,,,1120219.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,173.12,4.0,2.0,3.0,有,無,11800000.0,68161.0,,0.0,0.0,,RPRNMLOJLHIGFBP68CB,斗南首璽,B棟7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
斗六市,房地(土地+建物),雲林縣斗六市榴?八街,96.25,,工業區,丁種建築用地,1120303.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,170.78,4.0,2.0,4.0,有,無,10500000.0,61483.0,,0.0,0.0,,RPPNMLOJLHIGFAP38CB,幸福人生2022,C4棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
斗六市,房地(土地+建物),雲林縣斗六市榴?八街,98.0,,工業區,丁種建築用地,1120228.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,170.78,4.0,2.0,4.0,有,無,10500000.0,61483.0,,0.0,0.0,,RPQNMLOJLHIGFAP48CB,幸福人生2022,C6棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
林內鄉,房地(土地+建物),雲林縣林內鄉民權路,72.07,,鄉村區,乙種建築用地,1120225.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,145.42,3.0,2.0,3.0,有,無,6600000.0,45386.0,,0.0,0.0,,RPPNMLQJLHIGFAP58CB,姮興光禾墅,A6棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西螺鎮,房地(土地+建物),雲林縣西螺鎮大橋路,118.0,住,,,1120301.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,183.18,5.0,2.0,4.0,有,無,13300000.0,72606.0,,0.0,0.0,,RPPNMLQJLHIGFCP78CB,庭宇邸家,A棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
斗六市,房地(土地+建物)+車位,雲林縣斗六市樂利街,49.61,住,,,1120217.0,土地1建物1車位1,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,131.34,2.0,1.0,2.0,有,無,10920000.0,88949.0,一樓平面,23.75,1350000.0,,RPPNMLSJLHIGFAP78CB,聖德淳風五期,A棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
斗六市,房地(土地+建物)+車位,雲林縣斗六市樂利街,49.61,住,,,1120217.0,土地1建物1車位1,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,131.34,2.0,1.0,2.0,有,無,10900000.0,89228.0,一樓平面,23.75,1300000.0,,RPQNMLSJLHIGFAP88CB,聖德淳風五期,A棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
斗六市,房地(土地+建物)+車位,雲林縣斗六市正義街與正義一街街口,19.6,住,,,1120301.0,土地1建物1車位1,八層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.26,2.0,2.0,1.0,有,無,8880000.0,82996.0,坡道平面,24.93,1300000.0,,RPRNMLSJLHIGFAP98CB,勝麗進行曲-禧悅區,B棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
土庫鎮,房地(土地+建物),雲林縣土庫鎮馬公厝仁愛街,130.47,,鄉村區,乙種建築用地,1120219.0,土地3建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,171.01,4.0,2.0,4.0,有,無,8200000.0,47950.0,,0.0,0.0,,RPPNMLTJLHIGFDP56CB,幸福天地五期,A13棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
崙背鄉,房地(土地+建物),雲林縣崙背鄉 大明街,26.26,住,,,1120302.0,土地2建物1車位0,二層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,72.87,2.0,2.0,2.0,有,無,4580000.0,62852.0,,0.0,0.0,,RPPNMLTJLHIGFCP09CB,福便達,1棟2A號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
北港鎮,房地(土地+建物),雲林縣北港鎮愛國街,103.67,住,,,1120219.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,177.93,4.0,2.0,5.0,有,無,12300000.0,69128.0,,0.0,0.0,,RPPNMLTJLHIGFEP66CB,富御苑5,C棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
虎尾鎮,房地(土地+建物),雲林縣虎尾鎮科虎路與虎興西五街,95.54,住,,,1120213.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,182.74,4.0,2.0,5.0,有,無,14500000.0,79348.0,,0.0,0.0,,RPPNMLKKLHIGFDP38CB,禾楓君悅-高鐵16期,A棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
虎尾鎮,房地(土地+建物),雲林縣虎尾鎮虎興西二路,116.08,住,,,1120218.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,155.72,4.0,1.0,3.0,有,無,10500000.0,67429.0,,0.0,0.0,,RPQNMLKKLHIGFDP48CB,禾楓君悅-高鐵15期,B棟12號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
斗六市,房地(土地+建物)+車位,雲林縣斗六市科?一路,101.45,,工業區,丁種建築用地,1120214.0,土地3建物1車位1,全,4.0,透天厝,住家用,鋼筋混凝土造,,167.56,4.0,2.0,5.0,有,無,10360000.0,61829.0,一樓平面,0.0,0.0,,RPSNMLNKLHIGFAP68CB,綠邸NO.5,C3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
斗六市,房地(土地+建物)+車位,雲林縣斗六市科?一路,100.4,,工業區,丁種建築用地,1120228.0,土地3建物1車位1,全,4.0,透天厝,住家用,鋼筋混凝土造,,158.35,4.0,2.0,5.0,有,無,9900000.0,62520.0,一樓平面,0.0,0.0,,RPTNMLNKLHIGFAP78CB,綠邸NO.5,B10號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
麥寮鄉,房地(土地+建物),雲林縣麥寮鄉興華村興化路門牌尚未申請,148.18,,鄉村區,乙種建築用地,1120310.0,土地4建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,190.67,5.0,2.0,4.0,有,無,10500000.0,55069.0,,0.0,0.0,,RPPNMLNKLHIGFFP88CB,明成國泰,A棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
崙背鄉,房地(土地+建物),雲林縣崙背鄉鹽園路,110.7,,鄉村區,乙種建築用地,1120307.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,154.21,4.0,2.0,4.0,有,無,7860000.0,50969.0,,0.0,0.0,,RPPNMLOKLHIGFCP68CB,青砌一期,C2棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
崙背鄉,房地(土地+建物),雲林縣崙背鄉鹽園路,110.14,,鄉村區,乙種建築用地,1120310.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,152.32,4.0,2.0,3.0,有,無,7800000.0,51208.0,,0.0,0.0,,RPQNMLOKLHIGFCP78CB,青砌一期,C8棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
崙背鄉,房地(土地+建物),雲林縣崙背鄉南昌路,84.31,住,,,1120301.0,土地1建物1車位0,全,3.0,透天厝,住家用,見其他登記事項,,167.27,4.0,1.0,3.0,有,無,12000000.0,71740.0,,0.0,0.0,,RPPNMLOKLHIGFCP78DB,閤豐大吉利,A棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
斗六市,房地(土地+建物)+車位,雲林縣斗六市嘉東北路,16.8,,鄉村區,乙種建築用地,1120304.0,土地1建物1車位1,二層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,83.25,2.0,2.0,1.0,有,無,5000000.0,67379.0,坡道平面,22.4,900000.0,,RPPNMLOKLHIGFAP48CB,沐韻II,2B號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
斗六市,房地(土地+建物)+車位,雲林縣斗六市文生路,30.47,,鄉村區,乙種建築用地,1120227.0,土地1建物1車位1,四層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,124.06,3.0,2.0,2.0,有,無,7280000.0,62774.0,坡道機械,16.85,550000.0,,RPQNMLOKLHIGFAP58CB,聚星,V5棟4樓棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
斗六市,房地(土地+建物)+車位,雲林縣斗六市嘉東北路,19.89,,鄉村區,乙種建築用地,1120310.0,土地1建物1車位1,二層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,94.46,2.0,2.0,1.0,有,無,5900000.0,67999.0,坡道平面,22.4,1000000.0,,RPRNMLOKLHIGFAP68CB,沐韻II,2C號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
虎尾鎮,房地(土地+建物)+車位,雲林縣虎尾鎮墾地里20鄰建成路1128號14樓之2,17.26,住,,,1120308.0,土地1建物1車位1,十四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,162.77,3.0,2.0,2.0,有,無,11500000.0,75558.0,坡道平面,26.45,1200000.0,,RPPNMLPKLHIGFDP88CB,真善美十五期四季朗朗,14樓棟A2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
虎尾鎮,房地(土地+建物),雲林縣虎尾鎮墾地里20鄰建成路1128號14樓之6,10.18,住,,,1120305.0,土地1建物1車位0,十四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,80.4,2.0,2.0,1.0,有,無,6090000.0,75746.0,,0.0,0.0,,RPQNMLPKLHIGFDP98CB,真善美十五期四季朗朗,14樓棟A6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西螺鎮,房地(土地+建物),雲林縣西螺鎮東南路,103.79,住,,,1120310.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,185.85,5.0,2.0,4.0,有,無,11800000.0,63492.0,,0.0,0.0,,RPPNMLPKLHIGFCP78CB,鼎富三期,X48棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西螺鎮,房地(土地+建物),雲林縣西螺鎮東南路,102.3,住,,,1120310.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,185.7,5.0,2.0,4.0,有,無,11520000.0,62036.0,,0.0,0.0,,RPQNMLPKLHIGFCP88CB,鼎富三期,X50棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
斗南鎮,房地(土地+建物)+車位,雲林縣斗南鎮光華路與光和路交叉口,42.53,住,,,1120219.0,土地1建物1車位1,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,93.73,2.0,2.0,1.0,有,無,7450000.0,81270.0,一樓平面,13.75,950000.0,,RPPNMLPKLHIGFBP68CB,斗南首璽,C棟4E號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
斗南鎮,房地(土地+建物)+車位,雲林縣斗南鎮 光華路與光和路交叉口,42.53,住,,,1120221.0,土地1建物1車位1,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,93.73,2.0,2.0,1.0,有,無,7300000.0,79395.0,一樓平面,13.75,950000.0,,RPQNMLPKLHIGFBP78CB,斗南首璽,C棟2E號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
斗六市,房地(土地+建物)+車位,雲林縣斗六市正義街與正義一街街口,21.46,住,,,1120306.0,土地1建物1車位1,九層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,124.63,2.0,2.0,2.0,有,無,9360000.0,81846.0,坡道平面,24.93,1200000.0,,RPPNMLQKLHIGFAP68CB,勝麗進行曲-禧悅區,B棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
古坑鄉,房地(土地+建物)+車位,雲林縣古坑鄉中山路243巷,103.32,住,,,1120312.0,土地5建物1車位1,全,3.0,透天厝,住家用,鋼筋混凝土造,,169.26,4.0,2.0,4.0,有,無,9750000.0,57604.0,一樓平面,0.0,0.0,,RPQNMLQKLHIGFAP78CB,幸福愛悅,B10號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
莿桐鄉,房地(土地+建物)+車位,雲林縣莿桐鄉西安路,58.56,住,,,1120311.0,土地2建物1車位1,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,142.49,3.0,2.0,2.0,有,無,7100000.0,51106.0,一樓平面,17.26,700000.0,,RPQNMLTKLHIGFAP09CB,富邑皇邸21號苑,3A棟01號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
斗六市,房地(土地+建物)+車位,雲林縣斗六市樂利街,45.83,住,,,1120225.0,土地1建物1車位1,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,120.9,2.0,1.0,2.0,有,無,9700000.0,84507.0,一樓平面,21.5,1300000.0,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPPNMLKLLHIGFAP18CB,聖德淳風五期,A棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大埤鄉,房地(土地+建物),雲林縣大埤鄉博愛路,149.59,住,,,1120318.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,179.09,5.0,2.0,4.0,有,無,8650000.0,48300.0,,0.0,0.0,,RPQNMLKLLHIGFBP38CB,臻至完美六期,A6棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
元長鄉,房地(土地+建物),雲林縣元長鄉中山路,110.52,住,,,1120225.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,183.53,4.0,2.0,4.0,有,無,9100000.0,49583.0,,0.0,0.0,,RPPNMLKLLHIGFEP58CB,富御苑6,A棟10號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
斗六市,房地(土地+建物),雲林縣斗六市科?一路,202.89,,工業區,丁種建築用地,1120227.0,土地3建物1車位0,全,3.0,透天厝,住商用,鋼筋混凝土造,,239.39,5.0,2.0,4.0,有,無,18800000.0,78533.0,,0.0,0.0,,RPSNMLLLLHIGFAP68DB,幸福ING,D1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
斗六市,房地(土地+建物)+車位,雲林縣斗六市科?一路,110.16,,工業區,丁種建築用地,1120313.0,土地3建物1車位1,全,3.0,透天厝,住家用,鋼筋混凝土造,,167.01,4.0,2.0,4.0,有,無,11100000.0,66463.0,一樓平面,0.0,0.0,,RPTNMLLLLHIGFAP78DB,幸福ING,D2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
古坑鄉,房地(土地+建物),雲林縣古坑鄉廣濟路,97.0,,鄉村區,乙種建築用地,1120320.0,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,176.25,4.0,2.0,4.0,有,無,9750000.0,55319.0,,0.0,0.0,,RPPNMLLLLHIGFAP28CB,幸福樂活NO.4,B7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
斗六市,房地(土地+建物),雲林縣斗六市石榴路369巷119弄,85.56,,一般農業區,甲種建築用地,1120319.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,159.35,4.0,2.0,3.0,有,無,11500000.0,72168.0,,0.0,0.0,,RPPNMLMLLHIGFAP38CB,築澤臻美,A棟10號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
斗六市,房地(土地+建物)+車位,雲林縣斗六市萬年路141巷,23.11,,鄉村區,乙種建築用地,1120319.0,土地9建物1車位1,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,92.04,2.0,2.0,2.0,有,無,6000000.0,69310.0,坡道平面,19.9,1000000.0,,RPQNMLMLLHIGFAP48CB,沐森II,3B號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
斗六市,房地(土地+建物),雲林縣斗六市林頭路,24.02,,鄉村區,乙種建築用地,1120313.0,土地1建物1車位0,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,69.37,2.0,2.0,1.0,有,無,4380000.0,63140.0,,0.0,0.0,本案基地面積為441.64平方公尺，該面積不含退縮地面積；倘因賣方無法於辦理所有權登記前，將本土地之退縮地捐贈予政府機關，買方知悉並同意賣方將退縮地土地面積併入基地面積並依契約書分配予買方。,RPPNMLNLLHIGFAP48CB,興世代No.1,A2-3F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
水林鄉,房地(土地+建物),雲林縣水林鄉勝利街,125.15,住,,,1120317.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,185.84,5.0,2.0,3.0,有,無,10600000.0,57038.0,,0.0,0.0,,RPQNMLNLLHIGFEP98CB,勝利首富,A9棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
虎尾鎮,房地(土地+建物),雲林縣虎尾鎮永興南一街,118.0,住,,,1120308.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,212.16,4.0,2.0,4.0,有,無,15280000.0,72021.0,,0.0,0.0,,RPPNMLOLLHIGFDP88CB,大於,C棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
虎尾鎮,房地(土地+建物),雲林縣虎尾鎮虎興東二路,99.49,住,,,1120222.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,211.15,4.0,2.0,5.0,有,無,16680000.0,78996.0,,0.0,0.0,,RPQNMLOLLHIGFDP98CB,寬庭大學9,A棟10號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
土庫鎮,房地(土地+建物),雲林縣土庫鎮成功路,159.69,住,,,1120219.0,土地3建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,224.9,4.0,2.0,4.0,有,無,14480000.0,64384.0,,0.0,0.0,,RPQNMLPLLHIGFDP09CB,愛家,B棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
斗六市,房地(土地+建物)+車位,雲林縣斗六市萬年路141巷,23.11,,鄉村區,乙種建築用地,1120324.0,土地9建物1車位1,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,92.04,2.0,2.0,2.0,有,無,6050000.0,70003.0,坡道平面,19.9,1000000.0,,RPPNMLPLLHIGFAP68CB,沐森II,4B號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
斗六市,房地(土地+建物)+車位,雲林縣斗六市中正路,15.12,商,,,1120325.0,土地1建物1車位1,十層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,153.66,3.0,1.0,2.0,有,無,12820000.0,98167.0,坡道平面,35.8,1250000.0,,RPQNMLPLLHIGFAP78CB,品風華,10FA棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
麥寮鄉,房地(土地+建物),雲林縣麥寮鄉興華村山寮路門牌尚未申請,112.41,,鄉村區,乙種建築用地,1120315.0,土地6建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,180.37,5.0,1.0,5.0,有,無,9600000.0,53224.0,,0.0,0.0,,RPPNMLPLLHIGFFP56CB,山寮888社區,D棟8號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
麥寮鄉,房地(土地+建物),雲林縣麥寮鄉興華村山寮路門牌尚未申請,119.53,,鄉村區,乙種建築用地,1120302.0,土地6建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,194.76,5.0,1.0,5.0,有,無,9900000.0,50832.0,,0.0,0.0,,RPQNMLPLLHIGFFP66CB,山寮888社區,C棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西螺鎮,房地(土地+建物),雲林縣西螺鎮東南路,141.25,住,,,1120319.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,223.13,5.0,2.0,4.0,有,無,13910000.0,62340.0,,0.0,0.0,,RPPNMLPLLHIGFCP88CB,鼎富三期,X36棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西螺鎮,房地(土地+建物),雲林縣西螺鎮東南路,128.9,住,,,1120310.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,223.39,5.0,2.0,4.0,有,無,13500000.0,60432.0,,0.0,0.0,,RPQNMLPLLHIGFCP98CB,鼎富三期,X37棟0號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
