鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,中正區,房地(土地+建物),基隆市中正區信五路,21.15,商,Unnamed: 5,Unnamed: 6,1120513,土地1建物1車位0,三層,13,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,Unnamed: 14,133.75,3,2,2.1,有,無,16990000,127028,Unnamed: 23,0.0,0,Unnamed: 26,RPPNMLPKNHIGFDC87DB,橙品32,C棟0號,Unnamed: 30,來源資料夾,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,13.24,1120813,土地1建物1車位1,八層,22,住家用,116.04,1,1.1,10180000,97592,坡道平面,29.66,1750000,RPPNMLSLQHIGFDC48CB,夢悅城,F棟08號,基隆市中正區新豐街,26.07,住,1121111,七層,9,華廈(10層含以下有電梯),136.91,9900000,89473,41.35,1350000,RPTNMLNLJIIGFDC77CB,海豔,F1棟7號
中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,18.22,商,,,1120507.0,土地1建物1車位1,十層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.82,3.0,1.0,2.0,有,無,13700000.0,101980.0,坡道平面,29.66,1650000.0,,RPUNMLPLNHIGFDC38CB,夢悅城,E棟01號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,20.71,商,,,1120502.0,土地1建物1車位1,九層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,164.09,4.0,1.0,2.0,有,無,14680000.0,96556.0,坡道平面,29.66,1700000.0,,RPVNMLPLNHIGFDC48CB,夢悅城,F棟03號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,18.22,商,,,1120506.0,土地1建物1車位1,八層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.04,3.0,1.0,2.0,有,無,12000000.0,89120.0,坡道平面,29.66,1450000.0,,RPWNMLPLNHIGFDC58CB,夢悅城,C棟05號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,12.85,商,,,1120504.0,土地1建物1車位1,十層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,113.23,2.0,1.0,1.0,有,無,9750000.0,97523.0,坡道平面,29.66,1600000.0,,RPXNMLPLNHIGFDC68CB,夢悅城,A棟09號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
七堵區,房地(土地+建物)+車位,基隆市七堵區大華一路57巷17號旁,26.71,住,,,1120427.0,土地2建物1車位1,六層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,119.99,2.0,2.0,2.0,有,無,8900000.0,88726.0,坡道平面,35.46,1400000.0,,RPPNMLQLNHIGFDC08DB,河畔御景,A1棟6樓號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
七堵區,房地(土地+建物),基隆市七堵區大華一路57巷17號旁,24.13,住,,,1120430.0,土地2建物1車位0,七層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,76.37,2.0,2.0,1.0,有,無,6850000.0,89695.0,,0.0,0.0,,RPQNMLQLNHIGFDC18DB,河畔御景,A5棟7樓號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中正區,房地(土地+建物)+車位,基隆市中正區新豐街,26.07,住,,,1120505.0,土地1建物1車位1,八層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.33,2.0,2.0,1.0,有,無,9480000.0,84258.0,坡道平面,38.06,1200000.0,,RPPNMLLJOHIGFDC37CB,海豔,C5棟8號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
七堵區,房地(土地+建物)+車位,基隆市七堵區泰和街88號之旁,28.17,住,,,1120507.0,土地1建物1車位1,四層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,141.87,2.0,2.0,2.0,有,無,9750000.0,86216.0,坡道平面,45.02,1400000.0,交易總價含下列非屬預售屋價格之費用:內含電視、冰箱、洗衣機費:0元,RPQNMLPJOHIGFDC97DB,富源鑫Ⅲ森活,A3棟04號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
七堵區,房地(土地+建物)+車位,基隆市七堵區泰和街88號之旁,28.17,住,,,1120507.0,土地1建物1車位1,三層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,141.87,2.0,2.0,2.0,有,無,9660000.0,85287.0,坡道平面,45.02,1400000.0,交易總價含下列非屬預售屋價格之費用:內含電視、冰箱、洗衣機費:0元,RPRNMLPJOHIGFDC08DB,富源鑫Ⅲ森活,A3棟03號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中正區,房地(土地+建物)+車位,基隆市中正區信五路,21.19,商,,,1120513.0,土地1建物1車位1,四層,13.0,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,136.28,3.0,2.0,2.0,有,無,18700000.0,126355.0,塔式車位,2.53,1800000.0,,RPQNMLPKNHIGFDC97DB,橙品32,C棟0號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,車位,基隆市七堵區長安街239巷,0.0,,,,1120603.0,土地0建物0車位1,二層,7.0,華廈(10層含以下有電梯),停車空間,鋼筋混凝土造,,0.0,0.0,0.0,0.0,無,無,1400000.0,,坡道平面,38.08,1400000.0,,RPPNMLNJOHIGFDC67DB,公園樂,AB棟26號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,15.99,商,,,1120520.0,土地1建物1車位1,三層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,133.16,3.0,1.0,2.0,有,無,12150000.0,100483.0,坡道平面,29.66,1750000.0,,RPPNMLOJOHIGFDC67CB,夢悅城,G棟01號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,21.1,商,,,1120511.0,土地1建物1車位1,九層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,166.88,4.0,1.0,2.0,有,無,13600000.0,87815.0,坡道平面,29.66,1550000.0,,RPQNMLOJOHIGFDC77CB,夢悅城,A棟03號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物),基隆市中山區復興路261號之對面,12.58,商,,,1120519.0,土地1建物1車位0,十層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,82.09,2.0,1.0,1.0,有,無,7800000.0,95018.0,,0.0,0.0,,RPRNMLOJOHIGFDC87CB,夢悅城,F棟07號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物),基隆市中山區復興路261號之對面,12.98,商,,,1120520.0,土地1建物1車位0,三層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,84.22,2.0,1.0,1.0,有,無,8280000.0,98314.0,,0.0,0.0,,RPSNMLOJOHIGFDC97CB,夢悅城,D棟02號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,20.71,商,,,1120521.0,土地1建物1車位1,五層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,164.47,4.0,1.0,2.0,有,無,13700000.0,90498.0,坡道平面,29.66,1500000.0,,RPTNMLOJOHIGFDC08CB,夢悅城,C棟03號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物),基隆市中山區復興路261號之對面,12.58,商,,,1120513.0,土地1建物1車位0,八層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,82.16,2.0,1.0,1.0,有,無,7700000.0,93720.0,,0.0,0.0,,RPUNMLOJOHIGFDC18CB,夢悅城,C棟07號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物),基隆市中山區復興路261號之對面,18.75,商,,,1120513.0,土地1建物1車位0,八層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,121.51,3.0,1.0,2.0,有,無,11860000.0,97605.0,,0.0,0.0,,RPVNMLOJOHIGFDC28CB,夢悅城,E棟05號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,13.24,商,,,1120520.0,土地1建物1車位1,八層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.04,2.0,1.0,1.0,有,無,9980000.0,95856.0,坡道平面,29.66,1700000.0,,RPWNMLOJOHIGFDC38CB,夢悅城,C棟08號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,13.37,商,,,1120511.0,土地1建物1車位1,五層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.26,2.0,1.0,1.0,有,無,9900000.0,95843.0,坡道平面,29.66,1600000.0,,RPXNMLOJOHIGFDC48CB,夢悅城,E棟08號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,12.85,商,,,1120513.0,土地1建物1車位1,八層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,113.24,2.0,1.0,1.0,有,無,9880000.0,98469.0,坡道平面,29.66,1650000.0,,RPOOMLOJOHIGFDC67CB,夢悅城,B棟09號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,18.35,商,,,1120514.0,土地1建物1車位1,三層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,149.16,3.0,1.0,2.0,有,無,13110000.0,94226.0,坡道平面,29.66,1850000.0,,RPPOMLOJOHIGFDC77CB,夢悅城,F棟05號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,18.22,商,,,1120514.0,土地1建物1車位1,六層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.04,3.0,1.0,2.0,有,無,12370000.0,89289.0,坡道平面,29.66,1800000.0,,RPQOMLOJOHIGFDC87CB,夢悅城,C棟05號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物),基隆市中山區復興路261號之對面,12.85,商,,,1120521.0,土地1建物1車位0,六層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,83.57,2.0,1.0,1.0,有,無,8120000.0,97164.0,,0.0,0.0,,RPROMLOJOHIGFDC97CB,夢悅城,A棟09號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,12.72,商,,,1120520.0,土地1建物1車位1,六層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,96.88,2.0,1.0,1.0,有,無,8800000.0,93549.0,坡道機械,14.57,1100000.0,,RPSOMLOJOHIGFDC08CB,夢悅城,C棟06號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物),基隆市中山區復興路261號之對面,13.5,商,,,1120515.0,土地1建物1車位0,十九層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,87.92,2.0,1.0,1.0,有,無,8680000.0,98726.0,,0.0,0.0,,RPTOMLOJOHIGFDC18CB,夢悅城,D棟06號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,18.22,商,,,1120516.0,土地1建物1車位1,二十二層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.79,3.0,1.0,2.0,有,無,14160000.0,105054.0,坡道平面,29.66,1750000.0,,RPUOMLOJOHIGFDC28CB,夢悅城,E棟01號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,18.22,商,,,1120516.0,土地1建物1車位1,十八層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.79,3.0,1.0,2.0,有,無,13820000.0,103869.0,坡道平面,29.66,1550000.0,,RPVOMLOJOHIGFDC38CB,夢悅城,E棟01號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,13.37,商,,,1120513.0,土地1建物1車位1,十三層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.22,2.0,1.0,1.0,有,無,10220000.0,98429.0,坡道平面,29.66,1700000.0,,RPWOMLOJOHIGFDC48CB,夢悅城,F棟09號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物),基隆市中山區復興路261號之對面,18.09,商,,,1120519.0,土地1建物1車位0,十二層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.05,3.0,1.0,2.0,有,無,10680000.0,91243.0,,0.0,0.0,,RPXOMLOJOHIGFDC58CB,夢悅城,B棟05號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,21.63,商,,,1120520.0,土地1建物1車位1,九層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,170.15,4.0,1.0,2.0,有,無,14900000.0,95736.0,坡道平面,29.66,1450000.0,,RPOPMLOJOHIGFDC77CB,夢悅城,D棟03號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,信義區,房地(土地+建物)+車位,基隆市信義區東峰街48號對面,54.72,住,,,1120528.0,土地1建物1車位1,一層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,198.23,3.0,2.0,3.0,有,無,14560000.0,78654.0,坡道平面,34.73,1700000.0,,RPPNMLPJOHIGFDC77CB,田園調布2-B2區,D棟D1-1+2F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,信義區,房地(土地+建物)+車位,基隆市信義區東峰街48號對面,61.42,住,,,1120531.0,土地1建物1車位1,五層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,219.16,3.0,2.0,3.0,有,無,13700000.0,67776.0,升降平面,34.73,1200000.0,,RPQNMLPJOHIGFDC87CB,田園調布2-B2區,A棟A9-5~7F號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,七堵區,房地(土地+建物)+車位,基隆市七堵區泰和街88號之旁,28.17,住,,,1120514.0,土地1建物1車位1,六層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,141.87,2.0,2.0,2.0,有,無,9930000.0,88074.0,坡道平面,45.02,1400000.0,交易總價含下列非屬預售屋價格之費用:內含電視、冰箱、洗衣機費:0元,RPPNMLPJOHIGFDC87DB,富源鑫Ⅲ森活,A3棟06號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,13.24,商,,,1120530.0,土地1建物1車位1,十七層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,115.18,2.0,1.0,1.0,有,無,10400000.0,102315.0,坡道平面,29.66,1650000.0,,RPPNMLKKOHIGFDC37CB,夢悅城,D棟09號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,13.24,商,,,1120530.0,土地1建物1車位1,十五層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,115.18,2.0,1.0,1.0,有,無,10060000.0,100678.0,坡道平面,29.66,1450000.0,,RPQNMLKKOHIGFDC47CB,夢悅城,D棟09號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物),基隆市中山區復興路261號之對面,12.85,商,,,1120601.0,土地1建物1車位0,八層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,83.31,2.0,1.0,1.0,有,無,8400000.0,100828.0,,0.0,0.0,,RPRNMLKKOHIGFDC57CB,夢悅城,B棟02號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,20.71,商,,,1120601.0,土地1建物1車位1,八層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,164.36,4.0,1.0,2.0,有,無,14450000.0,95026.0,坡道平面,29.66,1650000.0,,RPSNMLKKOHIGFDC67CB,夢悅城,B棟03號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,18.35,商,,,1120524.0,土地1建物1車位1,三層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.94,3.0,1.0,2.0,有,無,12700000.0,93897.0,坡道平面,29.66,1500000.0,,RPTNMLKKOHIGFDC77CB,夢悅城,D棟05號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,18.35,商,,,1120528.0,土地1建物1車位2,三層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,178.52,3.0,1.0,2.0,有,無,14000000.0,92701.0,坡道平面,59.32,2950000.0,,RPUNMLKKOHIGFDC87CB,夢悅城,D棟01號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物),基隆市中山區復興路261號之對面,12.72,商,,,1120528.0,土地1建物1車位0,七層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,82.31,2.0,1.0,1.0,有,無,7750000.0,94156.0,,0.0,0.0,,RPVNMLKKOHIGFDC97CB,夢悅城,C棟06號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,18.22,商,,,1120601.0,土地1建物1車位1,五層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,147.82,3.0,1.0,2.0,有,無,13200000.0,98595.0,坡道平面,29.66,1550000.0,,RPWNMLKKOHIGFDC08CB,夢悅城,E棟01號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,20.71,商,,,1120531.0,土地1建物1車位1,十二層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,164.09,4.0,1.0,2.0,有,無,14800000.0,96705.0,坡道平面,29.66,1800000.0,,RPXNMLKKOHIGFDC18CB,夢悅城,F棟03號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,21.63,商,,,1120530.0,土地1建物1車位2,十三層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,199.8,4.0,1.0,2.0,有,無,17430000.0,99872.0,坡道平面,59.32,3400000.0,,RPOOMLKKOHIGFDC37CB,夢悅城,E棟03號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,12.32,商,,,1120528.0,土地1建物1車位1,十二層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,109.38,2.0,1.0,1.0,有,無,9550000.0,98470.0,坡道平面,29.66,1700000.0,,RPPOMLKKOHIGFDC47CB,夢悅城,G棟12號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物),基隆市中山區復興路261號之對面,18.22,商,,,1120528.0,土地1建物1車位0,七層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.38,3.0,1.0,2.0,有,無,10620000.0,89711.0,,0.0,0.0,,RPQOMLKKOHIGFDC57CB,夢悅城,C棟05號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,21.37,商,,,1120601.0,土地1建物1車位1,二十層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,168.53,4.0,1.0,2.0,有,無,16100000.0,104054.0,坡道平面,29.66,1650000.0,,RPROMLKKOHIGFDC67CB,夢悅城,E棟03號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,18.61,商,,,1120528.0,土地1建物1車位1,十二層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,150.65,3.0,1.0,2.0,有,無,12500000.0,89677.0,坡道平面,29.66,1650000.0,,RPSOMLKKOHIGFDC77CB,夢悅城,G棟08號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,12.98,商,,,1120528.0,土地1建物1車位1,三層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,113.82,2.0,1.0,1.0,有,無,9500000.0,94463.0,坡道平面,29.66,1550000.0,,RPTOMLKKOHIGFDC87CB,夢悅城,A棟06號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,13.11,商,,,1120524.0,土地1建物1車位1,八層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,114.8,2.0,1.0,1.0,有,無,9890000.0,96782.0,坡道平面,29.66,1650000.0,,RPUOMLKKOHIGFDC97CB,夢悅城,D棟09號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,房地(土地+建物),基隆市中山區復興路261號之對面,13.37,商,,,1120530.0,土地1建物1車位0,二層,22.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,86.62,2.0,1.0,1.0,有,無,8190000.0,94551.0,,0.0,0.0,,RPVOMLKKOHIGFDC08CB,夢悅城,E棟06號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中正區,房地(土地+建物)+車位,基隆市中正區新豐街,26.07,住,,,1120518.0,土地1建物1車位1,六層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,137.29,2.0,2.0,1.0,有,無,9500000.0,85991.0,坡道平面,41.35,1250000.0,,RPPNMLPKOHIGFDC87CB,海豔,E5棟6號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中正區,房地(土地+建物)+車位,基隆市中正區新豐街,20.18,住,,,1120519.0,土地1建物1車位2,一層,13.0,店面(店鋪),商業用,鋼筋混凝土造,,154.21,0.0,0.0,1.0,有,無,11200000.0,115642.0,坡道平面,79.41,2550000.0,車位總價中無法拆分個別車位價格,RPRNMLPKOHIGFDC08CB,海豔,B3棟店3號,,112_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
