鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,五結鄉,房地(土地+建物),宜蘭縣五結鄉傳藝路一段56巷,82.75,Unnamed: 4,特定農業區,甲種建築用地,1120513,土地5建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,Unnamed: 14,139.36,4,2,5,有,無,9080000,65155,Unnamed: 23,0.0,0,Unnamed: 26,RPPNMLQKNHIGFAG97CB,鳳凰愛買第7期,Unnamed: 29,Unnamed: 30,來源資料夾,冬山鄉,房地(土地+建物)+車位,宜蘭縣冬山鄉鹿埔路524巷,51.13,1120813,土地1建物1車位1,四層,華廈(10層含以下有電梯),131.93,2.1,7450000,56469,一樓平面,RPRNMLOKQHIGFAG28CB,上好居
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路三段,22.99,住,,,1111123.0,土地1建物1車位1,五層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,115.57,2.0,2.0,1.0,有,無,8680000.0,85500.0,坡道平面,27.5,1150000.0,,RPOPMLMJKIHGFBG37CB,嵐丰,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路三段,23.07,住,,,1111123.0,土地1建物1車位1,十層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,115.85,2.0,2.0,1.0,有,無,9840000.0,96095.0,坡道平面,27.5,1350000.0,,RPPPMLMJKIHGFBG47CB,嵐丰,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路三段,22.39,住,,,1111123.0,土地1建物1車位1,八層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,113.25,2.0,2.0,1.0,有,無,8890000.0,88513.0,坡道平面,27.5,1300000.0,,RPQPMLMJKIHGFBG57CB,嵐丰,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路三段,23.07,住,,,1111124.0,土地1建物1車位1,八層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,115.85,2.0,2.0,1.0,有,無,9520000.0,93039.0,坡道平面,27.5,1300000.0,,RPRPMLMJKIHGFBG67CB,嵐丰,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路三段,23.07,住,,,1111125.0,土地1建物1車位1,十一層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,115.85,2.0,2.0,1.0,有,無,9820000.0,98132.0,坡道平面,27.5,1150000.0,,RPSPMLMJKIHGFBG77CB,嵐丰,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路三段,36.68,住,,,1111125.0,土地1建物1車位1,七層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,168.01,3.0,2.0,2.0,有,無,13590000.0,86755.0,坡道平面,27.5,1400000.0,,RPTPMLMJKIHGFBG87CB,嵐丰,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路三段,36.68,住,,,1111125.0,土地1建物1車位1,十二層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,168.01,3.0,2.0,2.0,有,無,14820000.0,95509.0,坡道平面,27.5,1400000.0,,RPUPMLMJKIHGFBG97CB,嵐丰,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
冬山鄉,房地(土地+建物)+車位,宜蘭縣冬山鄉富農路1段383巷,24.07,,特定農業區,甲種建築用地,1111125.0,土地2建物1車位1,四層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,67.77,1.0,1.0,1.0,有,無,3980000.0,64576.0,一樓平面,13.88,500000.0,,RPPNMLMJKIHGFAG17CB,華薌禾綵,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蘇澳鎮,房地(土地+建物)+車位,宜蘭縣蘇澳鎮海山東路,68.49,住,,,1111121.0,土地1建物1車位1,全,3.0,透天厝,住家用,鋼筋混凝土造,,227.49,4.0,2.0,5.0,有,無,10900000.0,51554.0,坡道平面,31.58,800000.0,,RPQNMLMJKIHGFAG27CB,The Aries 牡羊座,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蘇澳鎮,房地(土地+建物)+車位,宜蘭縣蘇澳鎮海山東路,68.49,住,,,1111121.0,土地1建物1車位1,全,3.0,透天厝,住家用,鋼筋混凝土造,,227.04,4.0,2.0,5.0,有,無,11560000.0,55561.0,坡道平面,31.58,700000.0,,RPRNMLMJKIHGFAG37CB,The Aries 牡羊座,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蘇澳鎮,房地(土地+建物)+車位,宜蘭縣蘇澳鎮海山東路,24.85,住,,,1111126.0,土地1建物1車位1,四層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,120.51,2.0,1.0,1.0,有,無,5540000.0,55549.0,坡道平面,31.58,600000.0,,RPTNMLMJKIHGFAG57CB,The Aries 牡羊座,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五結鄉,房地(土地+建物)+車位,宜蘭縣五結鄉下福路,35.1,,鄉村區,乙種建築用地,1111112.0,土地2建物1車位1,三層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,98.68,2.0,2.0,2.0,有,無,5500000.0,61491.0,一樓平面,18.18,550000.0,,RPUNMLMJKIHGFAG67CB,冬山河都心,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五結鄉,房地(土地+建物),宜蘭縣五結鄉下福路,27.7,,鄉村區,乙種建築用地,1111112.0,土地2建物1車位0,三層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,64.35,2.0,1.0,1.0,有,無,3960000.0,61538.0,,0.0,0.0,,RPVNMLMJKIHGFAG77CB,冬山河都心,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路三段,23.07,住,,,1111125.0,土地1建物1車位1,七層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,115.85,2.0,2.0,1.0,有,無,9490000.0,91568.0,坡道平面,27.5,1400000.0,,RPPNMLOJKIHGFBG47CB,嵐丰,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路三段,29.72,住,,,1111126.0,土地1建物1車位1,八層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,141.37,3.0,2.0,2.0,有,無,11070000.0,85800.0,坡道平面,27.5,1300000.0,,RPQNMLOJKIHGFBG57CB,嵐丰,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路三段,22.99,住,,,1111126.0,土地1建物1車位1,七層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,115.57,2.0,2.0,1.0,有,無,8990000.0,88452.0,坡道平面,27.5,1200000.0,,RPRNMLOJKIHGFBG67CB,嵐丰,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路三段,29.72,住,,,1111126.0,土地1建物1車位1,四層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,141.37,3.0,2.0,2.0,有,無,10390000.0,81584.0,坡道平面,27.5,1100000.0,,RPSNMLOJKIHGFBG77CB,嵐丰,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路三段,23.07,住,,,1111126.0,土地1建物1車位1,四層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,115.85,2.0,2.0,1.0,有,無,9330000.0,91454.0,坡道平面,27.5,1250000.0,,RPTNMLOJKIHGFBG87CB,嵐丰,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物),宜蘭縣宜蘭市農權路三段197巷,28.54,住,,,1111112.0,土地1建物1車位0,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,73.85,2.0,2.0,1.0,有,無,6200000.0,83954.0,,0.0,0.0,,RPPNMLPJKIHGFBG57CB,滿築,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市農權路三段197巷,28.54,住,,,1111112.0,土地1建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,87.59,2.0,2.0,1.0,有,無,7300000.0,82611.0,一樓平面,13.75,1200000.0,,RPQNMLPJKIHGFBG67CB,滿築,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物),宜蘭縣宜蘭市嵐峰路三段,22.99,住,,,1111126.0,土地1建物1車位0,四層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,88.07,2.0,2.0,1.0,有,無,7490000.0,85046.0,,0.0,0.0,,RPRNMLPJKIHGFBG77CB,嵐丰,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路三段,29.72,住,,,1111126.0,土地1建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,141.36,3.0,2.0,2.0,有,無,10130000.0,78869.0,坡道平面,27.5,1150000.0,,RPSNMLPJKIHGFBG87CB,嵐丰,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路三段,36.68,住,,,1111127.0,土地1建物1車位1,六層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,168.01,3.0,2.0,2.0,有,無,13280000.0,85261.0,坡道平面,27.5,1300000.0,,RPTNMLPJKIHGFBG97CB,嵐丰,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路三段,29.53,住,,,1111128.0,土地1建物1車位1,十層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,140.67,3.0,2.0,2.0,有,無,11430000.0,89511.0,坡道平面,27.5,1300000.0,,RPVNMLPJKIHGFBG18CB,嵐丰,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路三段,29.53,住,,,1111130.0,土地1建物1車位1,七層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,140.67,3.0,2.0,2.0,有,無,10710000.0,84033.0,坡道平面,27.5,1200000.0,,RPXNMLPJKIHGFBG38CB,嵐丰,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路三段,29.53,住,,,1111130.0,土地1建物1車位1,六層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,140.67,3.0,2.0,2.0,有,無,10540000.0,82531.0,坡道平面,27.5,1200000.0,,RPOOMLPJKIHGFBG57CB,嵐丰,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路三段,36.37,住,,,1111201.0,土地1建物1車位1,四層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,166.88,3.0,2.0,2.0,有,無,12950000.0,83943.0,坡道平面,27.5,1250000.0,,RPPOMLPJKIHGFBG67CB,嵐丰,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路三段,22.99,住,,,1111201.0,土地1建物1車位1,十一層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,115.57,2.0,2.0,1.0,有,無,10060000.0,101737.0,坡道平面,27.5,1100000.0,,RPQOMLPJKIHGFBG77CB,嵐丰,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路三段,22.99,住,,,1111203.0,土地1建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,115.56,2.0,2.0,1.0,有,無,8280000.0,79264.0,坡道平面,27.5,1300000.0,,RPROMLPJKIHGFBG87CB,嵐丰,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路三段,22.88,住,,,1111203.0,土地1建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,115.12,2.0,2.0,1.0,有,無,8280000.0,79662.0,坡道平面,27.5,1300000.0,,RPSOMLPJKIHGFBG97CB,嵐丰,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路三段,23.07,住,,,1111203.0,土地1建物1車位1,六層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,115.85,2.0,2.0,1.0,有,無,9350000.0,89983.0,坡道平面,27.5,1400000.0,,RPTOMLPJKIHGFBG08CB,嵐丰,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路三段,29.53,住,,,1111203.0,土地1建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,140.67,3.0,2.0,2.0,有,無,10380000.0,80233.0,坡道平面,27.5,1300000.0,,RPUOMLPJKIHGFBG18CB,嵐丰,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物),宜蘭縣宜蘭市女中路三段59巷1弄,130.21,農,,,1111203.0,土地4建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,176.29,5.0,2.0,4.0,有,無,15360000.0,87129.0,,0.0,0.0,契約書註記：土地面積為130.2平方公尺,RPQNMLPJKIHGFBG77DB,宜大Life,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市陽明路132巷,31.37,住,,,1111112.0,土地1建物1車位1,三層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,114.96,2.0,2.0,2.0,有,無,7880000.0,81370.0,一樓平面,32.62,1180000.0,,RPPNMLQJKIHGFBG77DB,頤和天廈,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市陽明路132巷,31.13,住,,,1111126.0,土地1建物1車位1,四層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,114.39,2.0,2.0,2.0,有,無,8200000.0,85851.0,坡道平面,32.62,1180000.0,,RPRNMLQJKIHGFBG97DB,頤和天廈,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路三段,23.07,住,,,1111203.0,土地1建物1車位1,五層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,115.85,2.0,2.0,1.0,有,無,9850000.0,95642.0,坡道平面,27.5,1400000.0,,RPPNMLQJKIHGFBG67CB,嵐丰,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路三段,36.41,住,,,1111203.0,土地1建物1車位1,九層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,167.04,3.0,2.0,2.0,有,無,15180000.0,98753.0,坡道平面,27.5,1400000.0,,RPRNMLQJKIHGFBG87CB,嵐丰,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路三段,36.41,住,,,1111204.0,土地1建物1車位1,十二層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,167.04,3.0,2.0,2.0,有,無,14640000.0,94883.0,坡道平面,27.5,1400000.0,,RPSNMLQJKIHGFBG97CB,嵐丰,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路三段,22.99,住,,,1111204.0,土地1建物1車位1,九層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,115.57,2.0,2.0,1.0,有,無,9460000.0,94924.0,坡道平面,27.5,1100000.0,,RPTNMLQJKIHGFBG08CB,嵐丰,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路嵐峰路三段,24.02,住,,,1111204.0,土地1建物1車位1,二層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,119.73,2.0,2.0,1.0,有,無,8190000.0,76873.0,坡道平面,27.5,1100000.0,,RPUNMLQJKIHGFBG18CB,嵐丰,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路三段,36.68,住,,,1111202.0,土地1建物1車位1,五層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,168.01,3.0,2.0,2.0,有,無,14180000.0,91666.0,坡道平面,27.5,1300000.0,,RPVNMLQJKIHGFBG28CB,嵐丰,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路三段,22.39,住,,,1111202.0,土地1建物1車位1,五層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,113.25,2.0,2.0,1.0,有,無,8800000.0,86297.0,坡道平面,27.5,1400000.0,,RPWNMLQJKIHGFBG38CB,嵐丰,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路三段,22.39,住,,,1111204.0,土地1建物1車位1,九層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,113.25,2.0,2.0,1.0,有,無,9480000.0,95394.0,坡道平面,27.5,1300000.0,,RPXNMLQJKIHGFBG48CB,嵐丰,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路三段,29.53,住,,,1111205.0,土地1建物1車位1,十一層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,140.67,3.0,2.0,2.0,有,無,11320000.0,89865.0,坡道平面,27.5,1150000.0,,RPOOMLQJKIHGFBG67CB,嵐丰,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路三段,29.72,住,,,1111205.0,土地1建物1車位1,十一層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,141.37,3.0,2.0,2.0,有,無,11310000.0,89225.0,坡道平面,27.5,1150000.0,,RPPOMLQJKIHGFBG77CB,嵐丰,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物),宜蘭縣宜蘭市嵐峰路三段,98.82,住,,,1111126.0,土地1建物1車位0,一、二樓,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,310.83,0.0,0.0,0.0,無,無,34500000.0,110993.0,,0.0,0.0,,RPQOMLQJKIHGFBG87CB,嵐丰,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路三段,36.64,住,,,1111206.0,土地1建物1車位1,四層,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,167.89,3.0,2.0,2.0,有,無,12650000.0,80134.0,坡道平面,27.5,1400000.0,,RPSOMLQJKIHGFBG08CB,嵐丰,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
壯圍鄉,房地(土地+建物)+車位,宜蘭縣壯圍鄉大福路二段256巷59弄,43.64,,特定農業區,甲種建築用地,1111205.0,土地2建物1車位1,四層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,135.68,2.0,2.0,2.0,有,無,9630000.0,76861.0,升降平面,24.7,1100000.0,,RPTOMLQJKIHGFBG18CB,築山樂園生活村,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
冬山鄉,房地(土地+建物),宜蘭縣冬山鄉得安路,76.86,,特定農業區,甲種建築用地,1111205.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,135.07,4.0,2.0,4.0,有,無,7700000.0,57007.0,,0.0,0.0,,RPPNMLQJKIHGFAG57CB,天晴,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市嵐峰路三段,97.34,住,,,1111126.0,土地1建物1車位1,一、二樓,14.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,333.61,0.0,0.0,0.0,無,無,34900000.0,109438.0,一樓平面,27.5,1400000.0,,RPPNMLRJKIHGFBG77CB,嵐丰,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
員山鄉,房地(土地+建物)+車位,宜蘭縣員山鄉永金二路,83.22,,特定農業區,甲種建築用地,1111206.0,土地3建物1車位1,三層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,137.61,3.0,2.0,2.0,有,無,7850000.0,57045.0,一樓平面,0.0,0.0,,RPQNMLRJKIHGFBG87CB,香榭麗舍NO.6,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物)+車位,宜蘭縣頭城鎮沙成路2巷,35.77,住,,,1111120.0,土地1建物1車位1,二層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,108.76,2.0,1.0,1.0,有,無,7500000.0,75515.0,一樓平面,21.36,900000.0,,RPRNMLRJKIHGFBG97CB,詠居,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宜蘭市,房地(土地+建物),宜蘭縣宜蘭市自強新路60巷,17.63,住,,,1111128.0,土地1建物1車位0,二層,5.0,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,49.46,1.0,1.0,1.0,有,無,4580000.0,92600.0,,0.0,0.0,,RPSNMLRJKIHGFBG08CB,園周綠第八期,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
冬山鄉,房地(土地+建物)+車位,宜蘭縣冬山鄉育英路,40.54,住,,,1111120.0,土地5建物1車位1,十層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,142.03,3.0,2.0,2.0,有,無,10400000.0,82988.0,坡道平面,28.76,1000000.0,,RPPNMLSJKIHGFAG77CB,宏江沐光,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
冬山鄉,房地(土地+建物)+車位,宜蘭縣冬山鄉永清路,40.54,住,,,1111120.0,土地5建物1車位1,六層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,113.27,3.0,2.0,2.0,有,無,9250000.0,81663.0,一樓平面,0.0,650000.0,有約定專用車位壹位,RPQNMLSJKIHGFAG87CB,宏江沐光,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
羅東鎮,房地(土地+建物),宜蘭縣羅東鎮維揚路129巷,30.05,住,,,1111128.0,土地1建物1車位0,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,74.41,2.0,2.0,1.0,有,無,6750000.0,90714.0,,0.0,0.0,,RPRNMLSJKIHGFAG97CB,明日?,,112_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
